order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,order_time,period_of_day,city
2023-01-18,145687,iphone,8805354343888,Alimentation,"125 1st St, Los Angeles, CA 90001",1,700,231,700,469,202600,noche, Los Angeles
2023-01-29,145688,google phone,9144164707277,Électronique,"279 North St, San Francisco, CA 94016",1,600,198,600,402,213700,noche, San Francisco
2023-01-26,145689,apple airpods headphones,2623995906869,Vêtements,"894 7th St, Austin, TX 73301",1,150,97.5,150,52.5,164300,mañana, Austin
2023-01-26,145690,apple airpods headphones,6821463361559,Électronique,"955 South St, Boston, MA 02215",1,150,97.5,150,52.5,135800,mañana, Boston
2023-01-07,145692,20in monitor,3552348213151,Alimentation,"711 Forest St, San Francisco, CA 94016",1,109.99,71.4935,109.99,38.4965,133900,mañana, San Francisco
2023-01-04,145693,27in fhd monitor,6316198610349,Sports,"92 Madison St, San Francisco, CA 94016",1,149.99,97.4935,149.99,52.4965,65400,noche, San Francisco
2023-01-02,145694,27in fhd monitor,8999138814033,Sports,"265 2nd St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965,125900,mañana, Los Angeles
2023-01-15,145695,aaa batteries (4-pack),4482709086538,Sports,"466 14th St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,144900,mañana, New York City
2023-01-13,145696,lightning charging cable,8536547410534,Sports,"44 Elm St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,111000,noche, Los Angeles
2023-01-24,145697,aa batteries (4-pack),1904919235011,Vêtements,"56 1st St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,184800,tarde, San Francisco
2023-01-12,145698,wired headphones,2726883177312,Électronique,"411 Adams St, Atlanta, GA 30301",1,11.99,5.995,11.99,5.995,101300,noche, Atlanta
2023-01-12,145698,thinkpad laptop,5662450330999,Alimentation,"411 Adams St, Atlanta, GA 30301",1,999.99,329.99670000000003,999.99,669.9933,101300,noche, Atlanta
2023-01-13,145699,aaa batteries (4-pack),3487838239736,Vêtements,"507 North St, New York City, NY 10001",1,2.99,1.495,2.99,1.495,193100,noche, New York City
2023-01-30,145700,usb-c charging cable,8233872090286,Vêtements,"912 South St, Dallas, TX 75001",1,11.95,5.975,11.95,5.975,105300,noche, Dallas
2023-01-20,145701,apple airpods headphones,6311809033044,Électronique,"170 1st St, San Francisco, CA 94016",1,150,97.5,150,52.5,182300,tarde, San Francisco
2023-01-15,145703,aa batteries (4-pack),7163744620418,Sports,"552 12th St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,183200,tarde, Boston
2023-01-21,145704,iphone,1316261554491,Électronique,"671 Cherry St, New York City, NY 10001",1,700,231,700,469,152500,mañana, New York City
2023-01-31,145705,wired headphones,1099640835267,Alimentation,"132 West St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,142000,mañana, Los Angeles
2023-01-14,145707,aa batteries (4-pack),4041266106591,Alimentation,"74 North St, New York City, NY 10001",1,3.84,1.92,3.84,1.92,211500,noche, New York City
2023-01-12,145708,27in fhd monitor,3065689554357,Alimentation,"850 10th St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965,125400,mañana, Seattle
2023-01-16,145710,apple airpods headphones,5106052666955,Alimentation,"144 Lake St, New York City, NY 10001",1,150,97.5,150,52.5,223700,noche, New York City
2023-01-22,145711,bose soundsport headphones,9370503938871,Électronique,"541 8th St, Boston, MA 02215",1,99.99,49.995,99.99,49.995,93100,noche, Boston
2023-01-30,145712,aa batteries (4-pack),3027030695759,Électronique,"232 Johnson St, New York City, NY 10001",1,3.84,1.92,3.84,1.92,220700,noche, New York City
2023-01-28,145713,20in monitor,1881479757628,Alimentation,"614 South St, San Francisco, CA 94016",1,109.99,71.4935,109.99,38.4965,194800,noche, San Francisco
2023-01-28,145714,usb-c charging cable,9010863911002,Électronique,"233 West St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975,153900,mañana, Atlanta
2023-01-15,145715,lg dryer,2352938805296,Vêtements,"239 6th St, New York City, NY 10001",1,600,198,600,402,141900,mañana, New York City
2023-01-30,145716,wired headphones,4855151239135,Vêtements,"771 Center St, Boston, MA 02215",1,11.99,5.995,11.99,5.995,195200,noche, Boston
2023-01-12,145717,usb-c charging cable,8289437281950,Alimentation,"4 Wilson St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95,163800,mañana, San Francisco
2023-01-18,145718,google phone,4087226821575,Sports,"829 River St, Portland, ME 04101",1,600,198,600,402,85100,noche, Portland
2023-01-18,145718,wired headphones,9267904324075,Alimentation,"829 River St, Portland, ME 04101",1,11.99,5.995,11.99,5.995,85100,noche, Portland
2023-01-15,145719,apple airpods headphones,7369021312352,Électronique,"817 Madison St, San Francisco, CA 94016",1,150,97.5,150,52.5,125700,mañana, San Francisco
2023-01-22,145720,wired headphones,9642412484604,Alimentation,"175 Church St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,62100,noche, San Francisco
2023-01-20,145721,thinkpad laptop,6314861936648,Vêtements,"83 Lincoln St, New York City, NY 10001",1,999.99,329.99670000000003,999.99,669.9933,163100,mañana, New York City
2023-01-07,145722,aaa batteries (4-pack),7024874863359,Électronique,"959 Lake St, San Francisco, CA 94016",2,2.99,1.495,5.98,2.99,112700,noche, San Francisco
2023-01-17,145723,lightning charging cable,4710560092633,Vêtements,"944 Ridge St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,174400,mañana, San Francisco
2023-01-22,145724,bose soundsport headphones,2880239094170,Sports,"463 River St, Atlanta, GA 30301",1,99.99,49.995,99.99,49.995,225400,noche, Atlanta
2023-01-11,145725,lightning charging cable,5572664080317,Sports,"756 Lincoln St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475,195200,noche, Seattle
2023-01-15,145726,apple airpods headphones,1536236745799,Vêtements,"98 Center St, Los Angeles, CA 90001",1,150,97.5,150,52.5,210700,noche, Los Angeles
2023-01-03,145727,lightning charging cable,8121086264599,Sports,"5 13th St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,133100,mañana, Boston
2023-01-03,145728,lightning charging cable,5651359163754,Alimentation,"864 Johnson St, San Francisco, CA 94016",2,14.95,7.475,29.9,14.95,201100,noche, San Francisco
2023-01-18,145729,wired headphones,1174540341116,Sports,"147 Sunset St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,222300,noche, Los Angeles
2023-01-18,145730,usb-c charging cable,3107284965935,Vêtements,"732 Chestnut St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,104900,noche, Los Angeles
2023-01-29,145731,macbook pro laptop,1975903320871,Alimentation,"483 West St, San Francisco, CA 94016",1,1700,561,1700,1139,101900,noche, San Francisco
2023-01-24,145732,aaa batteries (4-pack),8514474222889,Alimentation,"844 Johnson St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495,83900,noche, Seattle
2023-01-28,145733,aaa batteries (4-pack),4030712442563,Vêtements,"707 North St, Austin, TX 73301",1,2.99,1.495,2.99,1.495,122300,mañana, Austin
2023-01-20,145734,lightning charging cable,4900205079476,Sports,"31 9th St, Portland, OR 97035",1,14.95,7.475,14.95,7.475,110600,noche, Portland
2023-01-05,145735,aaa batteries (4-pack),7527358377627,Électronique,"820 Lakeview St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495,124400,mañana, Los Angeles
2023-01-29,145736,wired headphones,2453305690562,Vêtements,"916 13th St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,130300,mañana, Los Angeles
2023-01-08,145738,apple airpods headphones,9596783097201,Alimentation,"573 2nd St, Seattle, WA 98101",1,150,97.5,150,52.5,135000,mañana, Seattle
2023-01-22,145739,wired headphones,3551226887119,Vêtements,"588 Lakeview St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,142300,mañana, New York City
2023-01-25,145740,apple airpods headphones,1378668687651,Électronique,"254 Hill St, Los Angeles, CA 90001",1,150,97.5,150,52.5,135100,mañana, Los Angeles
2023-01-13,145741,apple airpods headphones,2649053602818,Électronique,"259 Cherry St, Los Angeles, CA 90001",1,150,97.5,150,52.5,182800,tarde, Los Angeles
2023-01-16,145743,27in fhd monitor,1393344691294,Vêtements,"600 1st St, Dallas, TX 75001",1,149.99,97.4935,149.99,52.4965,182500,tarde, Dallas
2023-01-23,145744,iphone,5388884585150,Sports,"853 Main St, Dallas, TX 75001",1,700,231,700,469,174900,mañana, Dallas
2023-01-07,145745,lightning charging cable,4452457969787,Alimentation,"352 Cherry St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475,82300,noche, Dallas
2023-01-09,145746,lightning charging cable,5264888740290,Vêtements,"543 River St, Portland, ME 04101",1,14.95,7.475,14.95,7.475,142800,mañana, Portland
2023-01-28,145747,34in ultrawide monitor,7979578571823,Vêtements,"774 2nd St, San Francisco, CA 94016",1,379.99,125.3967,379.99,254.5933,202500,noche, San Francisco
2023-01-29,145748,vareebadd phone,5931077164341,Sports,"895 Meadow St, Los Angeles, CA 90001",1,400,132,400,268,205700,noche, Los Angeles
2023-01-29,145750,aaa batteries (4-pack),6076611748812,Alimentation,"350 Chestnut St, San Francisco, CA 94016",1,2.99,1.495,2.99,1.495,165400,mañana, San Francisco
2023-01-04,145751,34in ultrawide monitor,6941135860053,Vêtements,"613 Highland St, New York City, NY 10001",1,379.99,125.3967,379.99,254.5933,133200,mañana, New York City
2023-01-02,145752,lg dryer,5042496292509,Sports,"19 Pine St, San Francisco, CA 94016",1,600,198,600,402,195200,noche, San Francisco
2023-01-17,145754,aaa batteries (4-pack),8271643358257,Vêtements,"163 11th St, San Francisco, CA 94016",3,2.99,1.495,8.97,4.485,102600,noche, San Francisco
2023-01-10,145755,aa batteries (4-pack),6593153901576,Alimentation,"975 Jefferson St, Boston, MA 02215",2,3.84,1.92,7.68,3.84,75100,noche, Boston
2023-01-10,145755,wired headphones,5932207481875,Alimentation,"975 Jefferson St, Boston, MA 02215",1,11.99,5.995,11.99,5.995,75100,noche, Boston
2023-01-30,145756,lightning charging cable,2503706973130,Électronique,"263 Elm St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,232100,noche, Los Angeles
2023-01-27,145757,27in 4k gaming monitor,5865912585649,Électronique,"644 5th St, Dallas, TX 75001",1,389.99,128.69670000000002,389.99,261.2933,174800,mañana, Dallas
2023-01-22,145758,wired headphones,4610789766463,Alimentation,"393 Lakeview St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995,220500,noche, Seattle
2023-01-03,145760,bose soundsport headphones,7955418005017,Électronique,"378 11th St, New York City, NY 10001",1,99.99,49.995,99.99,49.995,205400,noche, New York City
2023-01-24,145761,bose soundsport headphones,1019412743359,Alimentation,"113 Spruce St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,165700,mañana, San Francisco
2023-01-07,145762,usb-c charging cable,8001480961266,Électronique,"931 Elm St, Portland, OR 97035",1,11.95,5.975,11.95,5.975,181700,tarde, Portland
2023-01-10,145763,usb-c charging cable,4807557095461,Alimentation,"438 Adams St, Dallas, TX 75001",1,11.95,5.975,11.95,5.975,111800,noche, Dallas
2023-01-10,145763,iphone,2810001441399,Électronique,"438 Adams St, Dallas, TX 75001",1,700,231,700,469,111800,noche, Dallas
2023-01-22,145764,aaa batteries (4-pack),5278582538843,Vêtements,"362 Pine St, San Francisco, CA 94016",2,2.99,1.495,5.98,2.99,115300,noche, San Francisco
2023-01-03,145765,lg dryer,2845471054352,Électronique,"567 12th St, Seattle, WA 98101",1,600,198,600,402,203500,noche, Seattle
2023-01-25,145766,lightning charging cable,1227851828689,Électronique,"227 Chestnut St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475,202700,noche, Dallas
2023-01-02,145767,macbook pro laptop,2488122164125,Vêtements,"490 11th St, Dallas, TX 75001",1,1700,561,1700,1139,105500,noche, Dallas
2023-01-08,145768,27in 4k gaming monitor,7677803595615,Vêtements,"663 14th St, San Francisco, CA 94016",1,389.99,128.69670000000002,389.99,261.2933,92400,noche, San Francisco
2023-01-01,145769,apple airpods headphones,3434514112789,Alimentation,"504 9th St, Austin, TX 73301",1,150,97.5,150,52.5,103200,noche, Austin
2023-01-04,145770,usb-c charging cable,5279203373180,Sports,"718 12th St, Los Angeles, CA 90001",3,11.95,5.975,35.849999999999994,17.924999999999997,122300,mañana, Los Angeles
2023-01-31,145771,aa batteries (4-pack),1326105901593,Vêtements,"698 Park St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92,184400,tarde, Dallas
2023-01-18,145772,lightning charging cable,4887424480280,Alimentation,"80 1st St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,85600,noche, Los Angeles
2023-01-10,145773,lightning charging cable,6230641957992,Sports,"887 12th St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475,215600,noche, Atlanta
2023-01-16,145774,usb-c charging cable,9738187124306,Vêtements,"647 Lake St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,125100,mañana, San Francisco
2023-01-13,145775,lightning charging cable,8594779885280,Alimentation,"512 Forest St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,141100,mañana, San Francisco
2023-01-17,145776,20in monitor,6087694375217,Sports,"381 14th St, San Francisco, CA 94016",1,109.99,71.4935,109.99,38.4965,85200,noche, San Francisco
2023-01-23,145777,wired headphones,6788898905618,Sports,"345 Maple St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,214300,noche, San Francisco
2023-01-20,145778,usb-c charging cable,6312177132445,Sports,"92 Adams St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,115700,noche, San Francisco
2023-01-22,145780,iphone,9177715413948,Électronique,"224 Elm St, San Francisco, CA 94016",1,700,231,700,469,194800,noche, San Francisco
2023-01-12,145781,macbook pro laptop,6632822510547,Sports,"395 14th St, San Francisco, CA 94016",1,1700,561,1700,1139,150300,mañana, San Francisco
2023-01-19,145782,27in 4k gaming monitor,2246101891031,Sports,"563 14th St, Austin, TX 73301",1,389.99,128.69670000000002,389.99,261.2933,84500,noche, Austin
2023-01-03,145783,aa batteries (4-pack),5076050121629,Alimentation,"861 Lake St, New York City, NY 10001",1,3.84,1.92,3.84,1.92,183900,tarde, New York City
2023-01-07,145784,aa batteries (4-pack),6476930701399,Sports,"252 Jefferson St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,193100,noche, San Francisco
2023-01-09,145786,usb-c charging cable,7436323682539,Vêtements,"989 4th St, New York City, NY 10001",2,11.95,5.975,23.9,11.95,221500,noche, New York City
2023-01-23,145788,usb-c charging cable,9990386583274,Vêtements,"688 Walnut St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,175400,mañana, San Francisco
2023-01-05,145789,lightning charging cable,2415892971864,Électronique,"48 North St, Boston, MA 02215",2,14.95,7.475,29.9,14.95,101600,noche, Boston
2023-01-24,145790,aa batteries (4-pack),4597567898985,Alimentation,"783 8th St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,233300,noche, San Francisco
2023-01-28,145791,aa batteries (4-pack),4989237100326,Électronique,"893 Main St, San Francisco, CA 94016",5,3.84,1.92,19.2,9.6,103900,noche, San Francisco
2023-01-20,145792,aaa batteries (4-pack),1290959534227,Alimentation,"169 12th St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495,125100,mañana, Seattle
2023-01-26,145793,27in 4k gaming monitor,9788547610378,Sports,"469 Park St, Dallas, TX 75001",1,389.99,128.69670000000002,389.99,261.2933,102400,noche, Dallas
2023-01-25,145794,20in monitor,8210816250669,Électronique,"407 Jackson St, Dallas, TX 75001",1,109.99,71.4935,109.99,38.4965,201900,noche, Dallas
2023-01-28,145795,macbook pro laptop,7200595380471,Vêtements,"144 6th St, Atlanta, GA 30301",1,1700,561,1700,1139,184900,tarde, Atlanta
2023-01-10,145796,lightning charging cable,7634963638650,Vêtements,"245 Willow St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,81200,noche, Boston
2023-01-30,145797,macbook pro laptop,3124250166555,Vêtements,"738 Pine St, Boston, MA 02215",1,1700,561,1700,1139,184600,tarde, Boston
2023-01-20,145799,apple airpods headphones,2901639710891,Sports,"654 Hill St, Portland, OR 97035",1,150,97.5,150,52.5,105400,noche, Portland
2023-01-26,145800,34in ultrawide monitor,7328649596275,Alimentation,"371 4th St, Seattle, WA 98101",1,379.99,125.3967,379.99,254.5933,114100,noche, Seattle
2023-01-14,145801,lightning charging cable,7067619093490,Électronique,"552 Washington St, Boston, MA 02215",1,14.95,7.475,14.95,7.475,234100,noche, Boston
2023-01-15,145802,27in fhd monitor,8541090269316,Vêtements,"924 6th St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965,213900,noche, Seattle
2023-01-09,145803,27in fhd monitor,9318019083902,Électronique,"145 4th St, New York City, NY 10001",1,149.99,97.4935,149.99,52.4965,152500,mañana, New York City
2023-01-14,145804,wired headphones,4122518626225,Vêtements,"901 11th St, Dallas, TX 75001",1,11.99,5.995,11.99,5.995,65500,noche, Dallas
2023-01-07,145805,aa batteries (4-pack),4776701250697,Électronique,"503 5th St, Boston, MA 02215",1,3.84,1.92,3.84,1.92,143800,mañana, Boston
2023-01-14,145806,apple airpods headphones,5059582821351,Sports,"515 Lincoln St, New York City, NY 10001",1,150,97.5,150,52.5,171000,mañana, New York City
2023-01-30,145807,aaa batteries (4-pack),4322915066104,Sports,"228 5th St, Portland, ME 04101",3,2.99,1.495,8.97,4.485,133300,mañana, Portland
2023-01-08,145809,usb-c charging cable,3134613971393,Électronique,"142 Forest St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,174600,mañana, San Francisco
2023-01-11,145810,iphone,6302019431738,Alimentation,"67 Adams St, New York City, NY 10001",1,700,231,700,469,202100,noche, New York City
2023-01-11,145810,lightning charging cable,3039477792464,Vêtements,"67 Adams St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,202100,noche, New York City
2023-01-21,145811,apple airpods headphones,3711159108336,Vêtements,"153 Highland St, Portland, OR 97035",1,150,97.5,150,52.5,82500,noche, Portland
2023-01-19,145812,aa batteries (4-pack),2463649902110,Vêtements,"78 Jackson St, Atlanta, GA 30301",3,3.84,1.92,11.52,5.76,85400,noche, Atlanta
2023-01-16,145813,usb-c charging cable,6114212007718,Électronique,"288 5th St, Portland, OR 97035",1,11.95,5.975,11.95,5.975,193200,noche, Portland
2023-01-02,145814,20in monitor,1623256102872,Vêtements,"616 9th St, Boston, MA 02215",1,109.99,71.4935,109.99,38.4965,214200,noche, Boston
2023-01-12,145815,34in ultrawide monitor,6102264960277,Électronique,"193 Park St, Boston, MA 02215",1,379.99,125.3967,379.99,254.5933,221000,noche, Boston
2023-01-21,145816,apple airpods headphones,6438748662438,Alimentation,"528 Dogwood St, Boston, MA 02215",1,150,97.5,150,52.5,110700,noche, Boston
2023-01-05,145817,aa batteries (4-pack),2613623943896,Sports,"259 Spruce St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,192000,noche, Los Angeles
2023-01-06,145818,wired headphones,1810961466332,Sports,"394 13th St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995,105000,noche, Seattle
2023-01-16,145819,usb-c charging cable,2820176450722,Sports,"657 Sunset St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,144300,mañana, San Francisco
2023-01-01,145820,iphone,6842202430355,Sports,"281 Washington St, Boston, MA 02215",1,700,231,700,469,184100,tarde, Boston
2023-01-20,145821,apple airpods headphones,3018174731449,Vêtements,"224 11th St, New York City, NY 10001",1,150,97.5,150,52.5,181300,tarde, New York City
2023-01-10,145822,macbook pro laptop,9901740062163,Électronique,"735 Dogwood St, San Francisco, CA 94016",1,1700,561,1700,1139,202900,noche, San Francisco
2023-01-08,145823,lightning charging cable,4756393762919,Alimentation,"985 Jackson St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475,185600,tarde, Atlanta
2023-01-24,145824,wired headphones,7195058213853,Électronique,"460 Highland St, Boston, MA 02215",1,11.99,5.995,11.99,5.995,143700,mañana, Boston
2023-01-30,145825,lightning charging cable,3761065164889,Électronique,"103 8th St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,120100,mañana, Los Angeles
2023-01-12,145827,apple airpods headphones,9536685353342,Vêtements,"441 Lakeview St, San Francisco, CA 94016",1,150,97.5,150,52.5,204600,noche, San Francisco
2023-01-20,145828,lightning charging cable,7637865070803,Électronique,"403 Adams St, New York City, NY 10001",1,14.95,7.475,14.95,7.475,134200,mañana, New York City
2023-01-03,145829,lightning charging cable,7010668333029,Alimentation,"813 Lake St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475,152600,mañana, Dallas
2023-01-25,145830,aa batteries (4-pack),9068824808492,Vêtements,"379 8th St, Austin, TX 73301",1,3.84,1.92,3.84,1.92,101600,noche, Austin
2023-01-19,145831,thinkpad laptop,1368191604127,Sports,"687 Highland St, Portland, ME 04101",1,999.99,329.99670000000003,999.99,669.9933,170800,mañana, Portland
2023-01-31,145833,apple airpods headphones,4546599867161,Sports,"667 Washington St, Seattle, WA 98101",1,150,97.5,150,52.5,103000,noche, Seattle
2023-01-15,145834,bose soundsport headphones,2144887698225,Sports,"131 Highland St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,182400,tarde, San Francisco
2023-01-19,145835,lightning charging cable,6572048303850,Électronique,"915 Highland St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,215000,noche, San Francisco
2023-01-22,145836,google phone,4967549101106,Vêtements,"592 Adams St, Boston, MA 02215",1,600,198,600,402,85000,noche, Boston
2023-01-12,145837,27in fhd monitor,5875090295042,Sports,"73 13th St, San Francisco, CA 94016",1,149.99,97.4935,149.99,52.4965,161100,mañana, San Francisco
2023-01-02,145838,thinkpad laptop,2450097053407,Alimentation,"798 Hickory St, Austin, TX 73301",1,999.99,329.99670000000003,999.99,669.9933,112900,noche, Austin
2023-01-28,145839,usb-c charging cable,1488960992307,Sports,"363 4th St, Boston, MA 02215",1,11.95,5.975,11.95,5.975,70800,noche, Boston
2023-01-03,145840,apple airpods headphones,7355533044455,Électronique,"906 Highland St, San Francisco, CA 94016",1,150,97.5,150,52.5,195100,noche, San Francisco
2023-01-29,145841,aa batteries (4-pack),9951647563571,Alimentation,"675 Sunset St, Dallas, TX 75001",1,3.84,1.92,3.84,1.92,223300,noche, Dallas
2023-01-19,145842,bose soundsport headphones,9008706022884,Vêtements,"248 Pine St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995,184900,tarde, San Francisco
2023-01-03,145843,wired headphones,1323565174794,Électronique,"564 Hickory St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,113000,noche, Los Angeles
2023-01-10,145844,aa batteries (4-pack),4466126116458,Vêtements,"53 West St, New York City, NY 10001",2,3.84,1.92,7.68,3.84,174900,mañana, New York City
2023-01-30,145845,aaa batteries (4-pack),7816856364973,Sports,"225 4th St, Boston, MA 02215",2,2.99,1.495,5.98,2.99,183700,tarde, Boston
2023-01-10,145846,27in 4k gaming monitor,4400518663521,Vêtements,"129 Cedar St, Atlanta, GA 30301",1,389.99,128.69670000000002,389.99,261.2933,145300,mañana, Atlanta
2023-01-18,145847,20in monitor,5075234560469,Électronique,"565 Church St, San Francisco, CA 94016",1,109.99,71.4935,109.99,38.4965,192800,noche, San Francisco
2023-01-14,145848,wired headphones,4840349293400,Vêtements,"446 Church St, Dallas, TX 75001",2,11.99,5.995,23.98,11.99,153600,mañana, Dallas
2023-01-03,145849,apple airpods headphones,1627151754796,Électronique,"132 Ridge St, Austin, TX 73301",1,150,97.5,150,52.5,131400,mañana, Austin
2023-01-07,145850,wired headphones,9053400926046,Alimentation,"476 Washington St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995,92400,noche, Los Angeles
2023-01-28,145851,aaa batteries (4-pack),2163803581696,Électronique,"933 14th St, New York City, NY 10001",2,2.99,1.495,5.98,2.99,164800,mañana, New York City
2023-01-07,145852,usb-c charging cable,2178906889786,Alimentation,"113 Lakeview St, Austin, TX 73301",1,11.95,5.975,11.95,5.975,174500,mañana, Austin
2023-01-19,145853,wired headphones,3702229186063,Sports,"826 4th St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995,183400,tarde, San Francisco
2023-01-20,145854,usb-c charging cable,7204285487489,Électronique,"7 1st St, San Francisco, CA 94016",2,11.95,5.975,23.9,11.95,63100,noche, San Francisco
2023-01-20,145855,aaa batteries (4-pack),2639955891157,Électronique,"855 Chestnut St, Austin, TX 73301",1,2.99,1.495,2.99,1.495,105500,noche, Austin
2023-01-20,145856,usb-c charging cable,1677934577806,Alimentation,"307 Wilson St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975,103600,noche, San Francisco
2023-01-03,145857,lightning charging cable,6688673123778,Électronique,"234 Meadow St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475,110700,noche, Los Angeles
2023-01-04,145858,wired headphones,1826433725817,Vêtements,"82 11th St, Austin, TX 73301",1,11.99,5.995,11.99,5.995,84500,noche, Austin
2023-01-23,145859,apple airpods headphones,9679886421170,Alimentation,"595 Ridge St, San Francisco, CA 94016",1,150,97.5,150,52.5,204300,noche, San Francisco
2023-01-06,145860,usb-c charging cable,1082618125822,Électronique,"813 Chestnut St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975,91100,noche, Los Angeles
2023-01-14,145861,34in ultrawide monitor,7121767013352,Électronique,"769 5th St, San Francisco, CA 94016",1,379.99,125.3967,379.99,254.5933,154800,mañana, San Francisco
2023-01-29,145862,apple airpods headphones,6161434777400,Électronique,"830 Hickory St, Portland, OR 97035",1,150,97.5,150,52.5,83900,noche, Portland
2023-01-05,145863,aa batteries (4-pack),6853918278602,Sports,"654 5th St, Dallas, TX 75001",2,3.84,1.92,7.68,3.84,80900,noche, Dallas
2023-01-26,145864,lightning charging cable,7459520211580,Vêtements,"508 6th St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475,155600,mañana, Seattle
2023-01-23,145865,20in monitor,4366708607698,Vêtements,"45 Ridge St, Dallas, TX 75001",1,109.99,71.4935,109.99,38.4965,115600,noche, Dallas
2023-01-20,145866,wired headphones,7935163309015,Vêtements,"164 14th St, New York City, NY 10001",1,11.99,5.995,11.99,5.995,193300,noche, New York City
2023-01-20,145866,aaa batteries (4-pack),8875623337359,Électronique,"164 14th St, New York City, NY 10001",2,2.99,1.495,5.98,2.99,193300,noche, New York City
2023-01-17,145868,lightning charging cable,6134268714667,Alimentation,"830 14th St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,150100,mañana, San Francisco
2023-01-21,145869,lightning charging cable,2365785392697,Alimentation,"555 Lake St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475,215800,noche, San Francisco
2023-01-28,145870,macbook pro laptop,6410860749946,Alimentation,"727 Johnson St, New York City, NY 10001",1,1700,561,1700,1139,181600,tarde, New York City
2023-01-25,145871,usb-c charging cable,9965642539668,Électronique,"573 Jefferson St, New York City, NY 10001",1,11.95,5.975,11.95,5.975,95700,noche, New York City
2023-01-11,145872,aa batteries (4-pack),1306905324821,Alimentation,"238 12th St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92,185400,tarde, Los Angeles
2023-01-16,145873,usb-c charging cable,7136600765816,Sports,"305 Church St, Seattle, WA 98101",1,11.95,5.975,11.95,5.975,95700,noche, Seattle
2023-01-16,145873,bose soundsport headphones,8825781625917,Sports,"305 Church St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995,95700,noche, Seattle
2023-01-28,145875,aa batteries (4-pack),7284943668952,Vêtements,"244 Meadow St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92,142100,mañana, San Francisco
2023-01-29,145876,27in 4k gaming monitor,6471976026709,Sports,"386 Wilson St, Boston, MA 02215",1,389.99,128.69670000000002,389.99,261.2933,205600,noche, Boston
